target_word,range,quarter,mean_projection,std_projection,median_projection,min_projection,max_projection,count,accuracy,total_sentences,correct_predictions
산후조리원,range1,2018Q3,-0.06901269742433937,0.01237531247878239,-0.06924816220998764,-0.14244550466537476,-0.026810437440872192,484,0.6086065573770492,488,297
의학,range1,2018Q3,-0.04856358952067717,0.024477891379802906,-0.048360634595155716,-0.16207078099250793,0.033537011593580246,198,0.33617021276595743,235,79
아이들,range1,2018Q3,-0.08192203199995401,0.020446321437733363,-0.07967925071716309,-0.15649685263633728,0.019506890326738358,1307,0.8206686930091185,1316,1080
태교,range1,2018Q3,-0.0787716049501914,0.020170236566273748,-0.07621670514345169,-0.16305860877037048,-0.0029906723648309708,524,0.6119402985074627,536,328
진료,range1,2018Q3,-0.06521770652981071,0.01741241744177825,-0.06476608291268349,-0.1483156383037567,0.008096322417259216,664,0.5520231213872833,692,382
소아과,range1,2018Q3,-0.06670176469197031,0.02024364310609952,-0.06636510789394379,-0.15193060040473938,0.0034043476916849613,192,0.05527638190954774,199,11
출산,range1,2018Q4,-0.06287879664814354,0.03108531822939131,-0.07036779075860977,-0.21905136108398438,0.05380088463425636,11966,0.8064099459110358,12387,9989
육아,range1,2018Q4,-0.07430362683922374,0.027324393049368897,-0.07476826757192612,-0.22101891040802002,0.03781329095363617,8357,0.7514915098669114,8716,6550
아이,range1,2018Q4,-0.08424360307926164,0.01933923775396798,-0.08158577978610992,-0.21905136108398438,0.05380088463425636,5969,0.583864118895966,6123,3575
아기,range1,2018Q4,-0.09086349480950036,0.023199984367693268,-0.0896739512681961,-0.20656010508537292,0.0333460234105587,5375,0.7302821997105644,5528,4037
임신,range1,2018Q4,-0.07369325405390743,0.021510541376032085,-0.07416511327028275,-0.200396329164505,0.0333460234105587,5249,0.7703842549203374,5335,4110
엄마,range1,2018Q4,-0.09206567995885769,0.021499427721883835,-0.08771330118179321,-0.21809004247188568,0.008424535393714905,3769,0.5424344666493641,3853,2090
결혼,range1,2018Q4,-0.06915396219897911,0.02167995993202853,-0.06929793208837509,-0.19469977915287018,0.024095337837934494,3589,0.7458046767537827,3635,2711
애,range1,2018Q4,-0.09619960482686003,0.029836005817330726,-0.09361173585057259,-0.23477935791015625,0.04895912855863571,4762,0.23022348350478894,5638,1298
남편,range1,2018Q4,-0.08707413804605141,0.024225212604092963,-0.08046925812959671,-0.2197592556476593,0.01927945204079151,2581,0.3873804971319312,2615,1013
신생아,range1,2018Q4,-0.08751111345853571,0.02430497050217168,-0.08706614375114441,-0.1898057907819748,0.0333460234105587,2405,0.6782961460446247,2465,1672
병원,range1,2018Q4,-0.0775593115163997,0.017779149320150026,-0.0784081220626831,-0.200396329164505,0.021854540333151817,2297,0.661188369152971,2373,1569
저출산,range1,2018Q4,-0.04284975707978132,0.029184603714116557,-0.03928094357252121,-0.21780291199684143,0.03477965295314789,2139,0.843778801843318,2170,1831
아빠,range1,2018Q4,-0.09192924648341995,0.02569021424258424,-0.08533406257629395,-0.21905136108398438,-0.002081045415252447,2003,0.4995201535508637,2084,1041
지원,range1,2018Q4,-0.05849784349180632,0.029231865919339052,-0.06048978120088577,-0.1960073858499527,0.05380091071128845,2660,0.7858388559469829,2867,2253
산모,range1,2018Q4,-0.08040340068422396,0.021799899702607508,-0.0795980766415596,-0.186247780919075,0.0333460234105587,1944,0.3596977329974811,1985,714
정책,range1,2018Q4,-0.04657638412004056,0.026142475564325095,-0.04824625328183174,-0.18976686894893646,0.058914631605148315,2016,0.8008337193144974,2159,1729
개월,range1,2018Q4,-0.0984469938250888,0.022514657563706263,-0.09942620992660522,-0.17606988549232483,-0.03390119597315788,873,0.31929582326544703,2897,925
분만,range1,2018Q4,-0.08062495740581832,0.017189490994248206,-0.08148900419473648,-0.1952977031469345,0.02965647354722023,1296,0.632537688442211,1592,1007
아가,range1,2018Q4,-0.09394827612747642,0.027064851480759215,-0.092719666659832,-0.21905136108398438,0.05380091071128845,1567,0.11879297173414821,2618,311
자녀,range1,2018Q4,-0.08112671667915564,0.020705608346930852,-0.07934553548693657,-0.21900177001953125,0.011052977293729782,1540,0.6017423771001866,1607,967
임산부,range1,2018Q4,-0.08028772066012443,0.022327130229057097,-0.07870903611183167,-0.21905137598514557,-0.0018490459769964218,1424,0.6028905712319339,1453,876
돌,range1,2018Q4,-0.10386558442428609,0.0310374461175925,-0.10381883755326271,-0.21905136108398438,0.06335180997848511,3614,0.2356392080175996,4091,964
둘째,range1,2018Q4,-0.08126676595789523,0.02579600520020507,-0.08133712410926819,-0.18217502534389496,0.011086269281804562,1371,0.6272530641672674,1387,870
부모,range1,2018Q4,-0.08561349384046725,0.026123363766887776,-0.08188780024647713,-0.18465778231620789,0.008424535393714905,2282,0.31843104175453396,2371,755
인구,range1,2018Q4,-0.04020382361801942,0.02739306373087938,-0.038513779640197754,-0.200396329164505,0.047721460461616516,1255,0.7793103448275862,1305,1017
조리원,range1,2018Q4,-0.08166867059329377,0.015895436221534893,-0.08053691312670708,-0.1815616488456726,-0.013826554641127586,1268,0.7091603053435115,1310,929
부부,range1,2018Q4,-0.07219392317142885,0.02361879102261348,-0.07350535690784454,-0.18019962310791016,0.03781329095363617,1937,0.5316455696202531,2054,1092
가족,range1,2018Q4,-0.06934551905248951,0.027393115487404612,-0.07256792485713959,-0.200396329164505,0.0815121978521347,2169,0.4873501997336884,2253,1098
수유,range1,2018Q4,-0.08101275927202485,0.015296061077220976,-0.08160927146673203,-0.17103311419487,-0.008114832453429699,1185,0.7754271765663141,1229,953
첫째,range1,2018Q4,-0.08958222077382298,0.021574768025106245,-0.08775725960731506,-0.17730310559272766,0.006212622858583927,1033,0.7816091954022989,1044,816
정부,range1,2018Q4,-0.052775369384379565,0.029124946041968275,-0.057814985513687134,-0.18218138813972473,0.0815121978521347,1392,0.7552118359112306,1487,1123
애기,range1,2018Q4,-0.10082189804807151,0.025175579602145406,-0.09711296856403351,-0.19888538122177124,-0.010085362941026688,1455,0.44816053511705684,1495,670
기저귀,range1,2018Q4,-0.08880490660114158,0.014977473453788527,-0.08672671020030975,-0.17055660486221313,-0.02185923047363758,1010,0.8371647509578544,1044,874
출산율,range1,2018Q4,-0.05695904665788756,0.022813383313539194,-0.0623805932700634,-0.18640455603599548,0.03781329095363617,1005,0.7749259624876604,1013,785
교육,range1,2018Q4,-0.05775300530013347,0.026454503226860507,-0.06109417974948883,-0.16619142889976501,0.03781329095363617,1226,0.6428038777032066,1341,862
분유,range1,2018Q4,-0.09101493412884265,0.017775451878359546,-0.08860081061720848,-0.18440309166908264,0.03781329095363617,904,0.7581344902386117,922,699
가정,range1,2018Q4,-0.0643606190056052,0.022582067697214766,-0.0667448453605175,-0.1975744664669037,0.03840033337473869,1378,0.5107713690062543,1439,735
검사,range1,2018Q4,-0.07618168197514023,0.017038175498063992,-0.07960336282849312,-0.18535089492797852,0.01115104928612709,1120,0.7562604340567612,1198,906
딸,range1,2018Q4,-0.09510881063165971,0.023671066863979382,-0.09135940670967102,-0.20039629936218262,-0.008559497073292732,1506,0.37306701030927836,1552,579
여성,range1,2018Q4,-0.06134254484485183,0.023689965808693085,-0.06233643740415573,-0.1952977031469345,0.04377526417374611,2846,0.6005490734385724,2914,1750
산후,range1,2018Q4,-0.0784833585750725,0.02532255835227306,-0.07676645368337631,-0.21900175511837006,0.0333460234105587,1577,0.4544438233650084,1789,813
휴직,range1,2018Q4,-0.06411113740395259,0.02445740350077253,-0.06713356077671051,-0.18535089492797852,0.03781329095363617,1119,0.8039895923677364,1153,927
육아휴직,range1,2018Q4,-0.07179530068370925,0.020456569462846675,-0.07457278668880463,-0.1925315409898758,0.017986809834837914,623,0.7432216905901117,627,466
젖병,range1,2018Q4,-0.08905563497209146,0.013014376891107411,-0.08730879426002502,-0.15371978282928467,0.033346012234687805,651,0.8475609756097561,656,556
태동,range1,2018Q4,-0.08280992419596954,0.01395606902427321,-0.08211982995271683,-0.17219661176204681,-0.01967506855726242,641,0.8385093167701864,644,540
출생,range1,2018Q4,-0.053178383082277694,0.027428565526703887,-0.057344913482666016,-0.16221195459365845,0.03781329095363617,1475,0.5758780649436713,1509,869
아들,range1,2018Q4,-0.09245271052701785,0.02495040220781481,-0.08638812229037285,-0.194558247923851,0.011052977293729782,1242,0.3564935064935065,1540,549
혼인,range1,2018Q4,-0.0643304880619339,0.020100161837745056,-0.06361449509859085,-0.17482537031173706,0.029880456626415253,951,0.7437185929648241,995,740
초음파,range1,2018Q4,-0.08443303027954162,0.017739287422787263,-0.08312291651964188,-0.1660059541463852,-0.006405677180737257,623,0.7072784810126582,632,447
부모님,range1,2018Q4,-0.08707419837990853,0.0231818721930713,-0.07984863966703415,-0.19309163093566895,-0.023430708795785904,730,0.7053333333333334,750,529
입원,range1,2018Q4,-0.08139727737872603,0.01480646091096295,-0.08036832138895988,-0.18218138813972473,-0.011322504840791225,726,0.6287262872628726,738,464
진통,range1,2018Q4,-0.08554275560224481,0.016531463983127496,-0.0834079459309578,-0.18031257390975952,0.0333460234105587,646,0.7097744360902256,665,472
태명,range1,2018Q4,-0.09453725256025791,0.02217741689209162,-0.08878248929977417,-0.18984009325504303,-0.03873725235462189,510,0.7072243346007605,526,372
자연분만,range1,2018Q4,-0.0814633024463413,0.013980756615271124,-0.07923690974712372,-0.1548226773738861,-0.02223965898156166,545,0.7550274223034735,547,413
제왕절개,range1,2018Q4,-0.08356141975970678,0.014274554212988866,-0.08401858806610107,-0.1920386254787445,-0.03829709812998772,651,0.8183206106870229,655,536
통증,range1,2018Q4,-0.08335519990080113,0.013144552358950574,-0.08295956254005432,-0.21795573830604553,-0.015145686455070972,569,0.6952861952861953,594,413
수술,range1,2018Q4,-0.08321222319954397,0.017040353959727823,-0.08223667740821838,-0.2101515680551529,-0.008114832453429699,731,0.598951507208388,763,457
생후,range1,2018Q4,-0.07926968037148856,0.021741028968004103,-0.07604499161243439,-0.1572868525981903,0.04895912855863571,479,0.8918367346938776,490,437
신혼부부,range1,2018Q4,-0.0626601118060767,0.02247453660021919,-0.06436939537525177,-0.16105788946151733,-0.0018118061125278473,548,0.6938405797101449,552,383
물티슈,range1,2018Q4,-0.08570531979862568,0.011948193648522693,-0.08507712557911873,-0.1485816240310669,0.033346012234687805,452,0.7991266375545851,458,366
이유식,range1,2018Q4,-0.08714082444669637,0.014365196577179568,-0.0848504826426506,-0.16691823303699493,-0.046729058027267456,393,0.6801007556675063,397,270
비혼,range1,2018Q4,-0.05528293050733266,0.029651863922410135,-0.05306781269609928,-0.18731626868247986,0.017003275454044342,464,0.3158995815899582,478,151
아내,range1,2018Q4,-0.08418851328230854,0.020464455136086777,-0.07907542958855629,-0.215464785695076,-0.024167880415916443,690,0.20975056689342403,882,185
통계,range1,2018Q4,-0.01819385428144888,0.031455802982020185,-0.011807347647845745,-0.13410845398902893,0.0815121978521347,559,0.656140350877193,570,374
제도,range1,2018Q4,-0.051232319257247284,0.03596017408013581,-0.05403665080666542,-0.21905136108398438,0.05380091071128845,1295,0.5292942743009321,1502,795
고령화,range1,2018Q4,-0.03842284344136715,0.027862298401808327,-0.037293242290616035,-0.16486017405986786,0.03781329095363617,414,0.8611764705882353,425,366
양육,range1,2018Q4,-0.06869979087829764,0.021396610064182732,-0.06926827132701874,-0.15141792595386505,0.0333460234105587,855,0.6235827664399093,882,550
연애,range1,2018Q4,-0.07326904114035633,0.0225409000125864,-0.07270398736000061,-0.18019962310791016,0.017801661044359207,422,0.37727272727272726,440,166
출생아,range1,2018Q4,-0.049290493167420506,0.022172337097755367,-0.04710590839385986,-0.13782060146331787,0.030394695699214935,469,0.7902542372881356,472,373
애들,range1,2018Q4,-0.09380506181577682,0.028532461969339198,-0.08533528447151184,-0.21900175511837006,0.011052977293729782,404,0.14454976303317535,422,61
남성,range1,2018Q4,-0.06811837660356418,0.026019985431277825,-0.07036933302879333,-0.21900175511837006,0.028265248984098434,1731,0.6876061120543294,1767,1215
내진,range1,2018Q4,-0.08377904056935574,0.01044336166990093,-0.08239926397800446,-0.13937073945999146,-0.009783383458852768,289,0.8066666666666666,300,242
통계청,range1,2018Q4,-0.008516135877338396,0.02857843582922479,-0.006871452322229743,-0.12047392129898071,0.06657662987709045,356,0.9532967032967034,364,347
복지,range1,2018Q4,-0.03918161912115611,0.03256483879738229,-0.044257327914237976,-0.14941814541816711,0.04520412161946297,751,0.28417653390742736,929,264
가사,range1,2018Q4,-0.06822206828041703,0.024172401885813852,-0.06769002974033356,-0.1547302007675171,0.017801661044359207,385,0.5348837209302325,430,230
아동,range1,2018Q4,-0.06308957028912228,0.023985270255178125,-0.06590045988559723,-0.15884661674499512,0.0333460234105587,697,0.48382923673997413,773,374
출산률,range1,2018Q4,-0.05355876959805897,0.03391212673043273,-0.050817035138607025,-0.20119747519493103,0.034124501049518585,308,0.14285714285714285,315,45
태동검사,range1,2018Q4,-0.08265676933294493,0.009757224158003525,-0.08261308819055557,-0.13878266513347626,-0.04368235170841217,282,0.743859649122807,285,212
산부인과,range1,2018Q4,-0.07559406137535922,0.02315562423980201,-0.07909058779478073,-0.21795573830604553,0.012143261730670929,847,0.6873563218390805,870,598
돌봄,range1,2018Q4,-0.06006254912382446,0.020449576532066503,-0.061938581988215446,-0.13220159709453583,0.015949886292219162,328,0.7048192771084337,332,234
유도분만,range1,2018Q4,-0.08373272138011174,0.01054732087475025,-0.08239886164665222,-0.1441064029932022,-0.047950588166713715,297,0.8215488215488216,297,244
독박육아,range1,2018Q4,-0.07568468444919552,0.027593215079078096,-0.07658404856920242,-0.1953287124633789,0.018930736929178238,259,0.0,272,0
주택,range1,2018Q4,-0.058116205935977924,0.02232081347080493,-0.06091652810573578,-0.14024285972118378,0.045388296246528625,495,0.7097378277153558,534,379
저출생,range1,2018Q4,-0.03402335840518957,0.02512877956845102,-0.03262052685022354,-0.12477082014083862,0.034124501049518585,266,0.044444444444444446,270,12
합계출산율,range1,2018Q4,-0.06130463028266896,0.022964684808489195,-0.06667540967464447,-0.122468501329422,0.025822032243013382,343,0.9127906976744186,344,314
가구,range1,2018Q4,-0.0597106427877818,0.022939967480170322,-0.06208368390798569,-0.18218135833740234,0.011052977293729782,599,0.6339969372128637,653,414
주거,range1,2018Q4,-0.056365195845143025,0.029489843879668323,-0.050208233296871185,-0.18791429698467255,0.03781329095363617,513,0.5772646536412078,563,325
출생신고,range1,2018Q4,-0.07579129538938122,0.014768294607369349,-0.07667112350463867,-0.1609487384557724,0.017989424988627434,318,0.720125786163522,318,229
맞벌이,range1,2018Q4,-0.0627852131286636,0.026210909014081636,-0.0638590008020401,-0.16418397426605225,0.008424535393714905,300,0.6666666666666666,306,204
혼인신고,range1,2018Q4,-0.0715548848774769,0.015108709575090995,-0.07455118373036385,-0.1725441813468933,-0.0076648467220366,292,0.7465753424657534,292,218
집안일,range1,2018Q4,-0.07625849226619615,0.018389589228446152,-0.07683860510587692,-0.16487079858779907,0.034124501049518585,301,0.3377049180327869,305,103
쌍둥이,range1,2018Q4,-0.08881708991805312,0.02186838290449688,-0.08739086985588074,-0.2169516682624817,-0.018572237342596054,397,0.44254278728606355,409,181
촉진제,range1,2018Q4,-0.08024485483765602,0.0150215366446315,-0.0809154212474823,-0.14214247465133667,-0.0186935905367136,160,0.7852760736196319,163,128
이혼,range1,2018Q4,-0.0687236428903547,0.021642629344307166,-0.06805506348609924,-0.16785210371017456,0.021577123552560806,355,0.6038781163434903,361,218
모유,range1,2018Q4,-0.08738983106637403,0.018515474077397072,-0.08613389730453491,-0.19767391681671143,0.033346012234687805,799,0.8485221674876847,812,689
어린이집,range1,2018Q4,-0.07756978278587118,0.021422362397789333,-0.07764474302530289,-0.2175566852092743,0.025337418541312218,484,0.6077235772357723,492,299
모유수유,range1,2018Q4,-0.0782735860062168,0.01776214609150247,-0.07834158465266228,-0.19234542548656464,0.0333460234105587,482,0.4722792607802875,487,230
의사,range1,2018Q4,-0.072451154352297,0.02553840272982527,-0.0714901015162468,-0.237371563911438,0.017111878842115402,887,0.5633663366336633,1010,569
산후조리,range1,2018Q4,-0.07869928041282966,0.017161731956193776,-0.07771347835659981,-0.1920386254787445,-0.016050642356276512,686,0.20851063829787234,705,147
유치원,range1,2018Q4,-0.07646280938413888,0.022344373572016882,-0.07727965712547302,-0.18228521943092346,0.011052977293729782,221,0.6205357142857143,224,139
태아,range1,2018Q4,-0.08651198525469572,0.02057028079947163,-0.08661157265305519,-0.15543125569820404,0.01497899740934372,840,0.4542294322132097,863,392
전문의,range1,2018Q4,-0.07674572885583114,0.02070823670420529,-0.07804794609546661,-0.13327860832214355,-0.008114832453429699,184,0.6938775510204082,196,136
젖,range1,2018Q4,-0.09265487755893581,0.017112314298149453,-0.09070900082588196,-0.19159920513629913,0.0333460234105587,993,0.5610724925521351,1007,565
산후조리원,range1,2018Q4,-0.07750407828418307,0.013444119690523037,-0.0784573182463646,-0.14267107844352722,-0.023570474237203598,484,0.6147540983606558,488,300
의학,range1,2018Q4,-0.053187004963143006,0.02794897073178692,-0.05577755533158779,-0.12238667160272598,0.04520412161946297,198,0.34893617021276596,235,82
아이들,range1,2018Q4,-0.08826398006594058,0.019082386004951078,-0.08389994502067566,-0.18506084382534027,0.020992523059248924,1307,0.8054711246200608,1316,1060
태교,range1,2018Q4,-0.08176923196890282,0.020641001820072013,-0.0791228637099266,-0.1817360669374466,-0.02565372735261917,526,0.6324626865671642,536,339
진료,range1,2018Q4,-0.07979600343692471,0.01898289539489667,-0.08094224706292152,-0.16904085874557495,-0.007341841235756874,672,0.523121387283237,692,362
소아과,range1,2018Q4,-0.07732894354621353,0.023482237101430426,-0.07950728759169579,-0.14527712762355804,0.0333460234105587,184,0.12060301507537688,199,24
출산,range1,2019Q1,-0.06622842475447784,0.024737998807176708,-0.07159009948372841,-0.2038603574037552,0.02749820239841938,11982,0.7727456204084928,12387,9572
육아,range1,2019Q1,-0.07550711072744021,0.023992620061929027,-0.07657938450574875,-0.20429888367652893,0.02749820239841938,8319,0.7193666819642037,8716,6270
아이,range1,2019Q1,-0.08904131763841706,0.015943877160568144,-0.08851204812526703,-0.20386037230491638,0.001526559703052044,5982,0.5275191899395721,6123,3230
아기,range1,2019Q1,-0.09274428026691768,0.01803014464178931,-0.0928032398223877,-0.20182760059833527,0.00774043332785368,5343,0.6742040520984081,5528,3727
임신,range1,2019Q1,-0.07388411420545148,0.018063849649856724,-0.07450145855545998,-0.17651602625846863,0.015516608022153378,5234,0.7767572633552015,5335,4144
엄마,range1,2019Q1,-0.09309055611102719,0.0167446651895833,-0.09155814349651337,-0.19659407436847687,-0.01803087815642357,3759,0.5445107708279263,3853,2098
결혼,range1,2019Q1,-0.06904652217655705,0.01900785406228372,-0.06983208656311035,-0.17190241813659668,0.02749820239841938,3583,0.7680880330123796,3635,2792
애,range1,2019Q1,-0.09640353065751724,0.023885631638546824,-0.09611120074987411,-0.2038603574037552,0.040289901196956635,4751,0.2502660517914154,5638,1411
남편,range1,2019Q1,-0.08966622097760983,0.018245863475462303,-0.08840331435203552,-0.18114063143730164,-0.0055141756311059,2572,0.4382409177820268,2615,1146
신생아,range1,2019Q1,-0.09079642525780134,0.02157678674352096,-0.09241773188114166,-0.17497305572032928,0.001526559703052044,2409,0.6941176470588235,2465,1711
병원,range1,2019Q1,-0.0774351972020211,0.015609869494921094,-0.08005093038082123,-0.14843346178531647,0.02749820239841938,2310,0.6616097766540244,2373,1570
저출산,range1,2019Q1,-0.047566590508864866,0.02408027032243881,-0.04361491650342941,-0.1736835241317749,0.02749820239841938,2135,0.8451612903225807,2170,1834
아빠,range1,2019Q1,-0.09613377523027646,0.021888487723991334,-0.09295561909675598,-0.2038603574037552,0.001526559703052044,2009,0.4107485604606526,2084,856
지원,range1,2019Q1,-0.059333275964111226,0.02390584897062726,-0.062326300889253616,-0.16409851610660553,0.02749822661280632,2671,0.762120683641437,2867,2185
산모,range1,2019Q1,-0.08272285455982739,0.017742921613536026,-0.08516249433159828,-0.16592144966125488,0.001526559703052044,1954,0.3863979848866499,1985,767
정책,range1,2019Q1,-0.05446142908886865,0.020468502687982254,-0.054813530296087265,-0.12899956107139587,0.03365509957075119,2019,0.7716535433070866,2159,1666
개월,range1,2019Q1,-0.08948371697123311,0.01739888656366086,-0.0934215597808361,-0.15608467161655426,-0.005339677445590496,952,0.5098377632033138,2897,1477
분만,range1,2019Q1,-0.07746338064639041,0.01365496375261185,-0.0778171718120575,-0.16898219287395477,0.017117613926529884,1300,0.6011306532663316,1592,957
아가,range1,2019Q1,-0.09413450922442523,0.02260410161827785,-0.09330441057682037,-0.20386037230491638,0.017117608338594437,1537,0.1573720397249809,2618,412
자녀,range1,2019Q1,-0.08324019816929316,0.018237088906368326,-0.08509093150496483,-0.1597428172826767,0.001526559703052044,1530,0.5955196017423771,1607,957
임산부,range1,2019Q1,-0.08204701893689618,0.019935525746198543,-0.08375526964664459,-0.20386037230491638,-0.01155696902424097,1421,0.540949759119064,1453,786
돌,range1,2019Q1,-0.09446025822440098,0.024276136735491668,-0.09487646818161011,-0.2038603574037552,0.029807884246110916,3625,0.24615008555365436,4091,1007
둘째,range1,2019Q1,-0.08627067607348538,0.02044659939009337,-0.08765969425439835,-0.1863362044095993,-0.010367367416620255,1367,0.6640230713770728,1387,921
부모,range1,2019Q1,-0.08590227984259774,0.02187804746570027,-0.08615511655807495,-0.16592144966125488,-0.0055141756311059,2289,0.340784479122733,2371,808
인구,range1,2019Q1,-0.04875270129242637,0.02383935235794784,-0.0472797192633152,-0.16544243693351746,0.019801585003733635,1248,0.7938697318007663,1305,1036
조리원,range1,2019Q1,-0.0834905350654144,0.013890612572408638,-0.08452126756310463,-0.1922452300786972,0.02749820239841938,1270,0.7419847328244275,1310,972
부부,range1,2019Q1,-0.07482465443257108,0.023425216343494117,-0.07971590757369995,-0.17691057920455933,0.00845560897141695,1938,0.5199610516066212,2054,1068
가족,range1,2019Q1,-0.07420740555038823,0.025140164342124304,-0.07977508008480072,-0.18353642523288727,0.02749820239841938,2171,0.4629383044829117,2253,1043
수유,range1,2019Q1,-0.08223529715915831,0.01545717926574295,-0.08457611873745918,-0.1624392718076706,0.027498221024870872,1172,0.7737998372660699,1229,951
첫째,range1,2019Q1,-0.0919493560349489,0.01729445387368896,-0.09158068522810936,-0.15740478038787842,-0.017178677022457123,1028,0.8007662835249042,1044,836
정부,range1,2019Q1,-0.06622318652274614,0.022444316567439757,-0.07306019961833954,-0.15772825479507446,0.05355469509959221,1403,0.7088096839273705,1487,1054
애기,range1,2019Q1,-0.1000535346985565,0.01814190282137485,-0.09684330224990845,-0.17604881525039673,-0.012299474328756332,1444,0.5237458193979934,1495,783
기저귀,range1,2019Q1,-0.09128860532571566,0.014148166326442358,-0.09206439554691315,-0.16251154243946075,0.001526559703052044,1007,0.8390804597701149,1044,876
출산율,range1,2019Q1,-0.061007218958059356,0.021521752457042853,-0.06538784503936768,-0.14516763389110565,0.012368621304631233,1005,0.769990128331688,1013,780
교육,range1,2019Q1,-0.061604060080834494,0.021693234441580604,-0.06365276128053665,-0.1292000412940979,0.01675853691995144,1227,0.6249067859806114,1341,838
분유,range1,2019Q1,-0.09287537493541079,0.01431293560324162,-0.09228521585464478,-0.16592144966125488,-0.01353702787309885,904,0.7516268980477223,922,693
가정,range1,2019Q1,-0.06824591959776914,0.021012587393045606,-0.07118707150220871,-0.1713840663433075,0.012540604919195175,1367,0.5357887421820708,1439,771
검사,range1,2019Q1,-0.0780292564265535,0.012387679914681213,-0.07996530085802078,-0.14451786875724792,0.016433339565992355,1134,0.664440734557596,1198,796
딸,range1,2019Q1,-0.09508377347525172,0.018822051317195512,-0.09213024377822876,-0.17793723940849304,-0.02910212054848671,1505,0.33054123711340205,1552,513
여성,range1,2019Q1,-0.06805445142690122,0.021819132386493276,-0.07251434028148651,-0.16477641463279724,0.01938820630311966,2857,0.6424159231297186,2914,1872
산후,range1,2019Q1,-0.07811379897483732,0.01980039668337486,-0.0773199200630188,-0.1794569343328476,0.001526559703052044,1578,0.49189491335941865,1789,880
휴직,range1,2019Q1,-0.06431512030374921,0.020039759940758767,-0.06762905791401863,-0.17261365056037903,0.02749820239841938,1114,0.8577623590633131,1153,989
육아휴직,range1,2019Q1,-0.07173018112033605,0.01569646804448901,-0.07414735853672028,-0.16645322740077972,0.015516608022153378,625,0.7161084529505582,627,449
젖병,range1,2019Q1,-0.08882502873911655,0.010382288953919358,-0.08976766467094421,-0.14361846446990967,0.0015265373513102531,653,0.8307926829268293,656,545
태동,range1,2019Q1,-0.0850983671261929,0.011752010348634283,-0.08522296696901321,-0.2038603574037552,-0.03399007022380829,640,0.7763975155279503,644,500
출생,range1,2019Q1,-0.055581988219433186,0.020472220157457487,-0.05476377531886101,-0.14831146597862244,0.017139006406068802,1482,0.6070245195493704,1509,916
아들,range1,2019Q1,-0.09519897945286236,0.02004462160439379,-0.09276320785284042,-0.2038603574037552,0.001526559703052044,1252,0.32857142857142857,1540,506
혼인,range1,2019Q1,-0.060456950626525424,0.017277517373045653,-0.05961037985980511,-0.15210950374603271,0.023119976744055748,954,0.7376884422110552,995,734
초음파,range1,2019Q1,-0.08546187607571483,0.014393621025003115,-0.08564101532101631,-0.14788436889648438,-0.014402231201529503,620,0.7041139240506329,632,445
부모님,range1,2019Q1,-0.09229514061410192,0.019356140736885845,-0.09012942016124725,-0.19659407436847687,-0.009977187030017376,723,0.7613333333333333,750,571
입원,range1,2019Q1,-0.07855314352952415,0.01176247237138815,-0.07863888889551163,-0.13238194584846497,-0.02386995404958725,726,0.6693766937669376,738,494
진통,range1,2019Q1,-0.08518050696486781,0.014727887221416998,-0.08400198072195053,-0.15743041038513184,0.001526559703052044,644,0.6,665,399
태명,range1,2019Q1,-0.0967059737231466,0.017954059578900138,-0.09401318803429604,-0.19879694283008575,-0.05131234973669052,512,0.6520912547528517,526,343
자연분만,range1,2019Q1,-0.08357868788575908,0.011917130528419214,-0.08311446011066437,-0.18174590170383453,-0.033616166561841965,545,0.7714808043875686,547,422
제왕절개,range1,2019Q1,-0.0800894517165843,0.010988802788474084,-0.08014951273798943,-0.15510544180870056,-0.027490708976984024,652,0.8076335877862595,655,529
통증,range1,2019Q1,-0.08361249125406836,0.011278234860018964,-0.08361832797527313,-0.1400279998779297,-0.04118919000029564,562,0.8249158249158249,594,490
수술,range1,2019Q1,-0.07990646902598492,0.014195093820623351,-0.0799449160695076,-0.1642426699399948,0.015516608022153378,735,0.5530799475753604,763,422
생후,range1,2019Q1,-0.082359666065815,0.018525396046574615,-0.08149904757738113,-0.16303421556949615,0.027812568470835686,473,0.9306122448979591,490,456
신혼부부,range1,2019Q1,-0.06722809901111759,0.02104138176757585,-0.07001973316073418,-0.13103234767913818,0.0029744328930974007,544,0.7952898550724637,552,439
물티슈,range1,2019Q1,-0.08852229641543494,0.010504929926650513,-0.09085030853748322,-0.13770228624343872,-0.04525864124298096,450,0.8493449781659389,458,389
이유식,range1,2019Q1,-0.08954665687115289,0.013193377769208547,-0.09042874723672867,-0.13571026921272278,0.001526559703052044,393,0.6826196473551638,397,271
비혼,range1,2019Q1,-0.05939913646246985,0.02285365391560001,-0.05725853331387043,-0.17471309006214142,0.0045612882822752,472,0.8158995815899581,478,390
아내,range1,2019Q1,-0.08687884696311068,0.016656475006637094,-0.08655210584402084,-0.138678640127182,-0.008088396862149239,694,0.24036281179138322,882,212
통계,range1,2019Q1,-0.031727640084150986,0.025535068604676463,-0.027485087513923645,-0.1139235869050026,0.05355469509959221,553,0.6052631578947368,570,345
제도,range1,2019Q1,-0.05482012210957861,0.02895540801676956,-0.05618930235505104,-0.20386037230491638,0.02377764694392681,1301,0.5545938748335553,1502,833
고령화,range1,2019Q1,-0.042554930812421156,0.023893262862704247,-0.0407123863697052,-0.13253749907016754,0.02749820239841938,415,0.8964705882352941,425,381
